Country or territory of asylum or residence,"Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Italy","Niger","2009","65","","65","0"
"Italy","Nigeria","2009","2154","","2154","0"
"Italy","Pakistan","2009","920","","920","0"
"Italy","Papua New Guinea","2009","0","","0","0"
"Italy","Peru","2009","15","","15","0"
"Italy","Poland","2009","1","","1","0"
"Italy","Rep. of Moldova","2009","110","","110","0"
"Italy","Romania","2009","73","","73","0"
"Italy","Russian Federation","2009","309","","309","0"
"Italy","Rwanda","2009","47","","47","0"
"Italy","Saudi Arabia","2009","3","","3","0"
"Italy","Senegal","2009","109","","109","0"
"Italy","Serbia (and Kosovo: S/RES/1244 (1999))","2009","3530","","3530","0"
"Italy","Sierra Leone","2009","374","","374","0"
"Italy","Somalia","2009","7747","","7747","0"
"Italy","South Africa","2009","1","","1","0"
"Italy","Sri Lanka","2009","974","","974","0"
"Italy","State of Palestine","2009","266","","266","0"
"Italy","Stateless","2009","8","","8","0"
"Italy","Sudan","2009","2159","","2159","0"
"Italy","Syrian Arab Rep.","2009","190","","190","0"
"Italy","Tajikistan","2009","1","","1","0"
"Italy","The former Yugoslav Rep. of Macedonia","2009","209","","209","0"
"Italy","Togo","2009","1483","","1483","0"
"Italy","Tunisia","2009","81","","81","0"
"Italy","Turkey","2009","2016","","2016","0"
"Italy","Uganda","2009","22","","22","0"
"Italy","Ukraine","2009","76","","76","0"
"Italy","United Rep. of Tanzania","2009","2","","2","0"
"Italy","Uruguay","2009","3","","3","0"
"Italy","Uzbekistan","2009","5","","5","0"
"Italy","Various","2009","3496","","3496","0"
"Italy","Viet Nam","2009","15","","15","0"
"Italy","Yemen","2009","2","","2","0"
"Italy","Zimbabwe","2009","20","","20","0"
"Latvia","Afghanistan","2009","3","0","3","0"
"Latvia","Azerbaijan","2009","4","0","4","0"
"Latvia","Belarus","2009","7","0","7","0"
"Latvia","Cuba","2009","2","0","2","0"
"Latvia","Dem. Rep. of the Congo","2009","1","0","1","0"
"Latvia","Iraq","2009","3","0","3","0"
"Latvia","Kenya","2009","2","0","2","0"
"Latvia","Kyrgyzstan","2009","1","0","1","0"
"Latvia","Pakistan","2009","3","0","3","0"
"Latvia","Russian Federation","2009","6","0","6","0"
"Latvia","Somalia","2009","7","0","7","0"
"Latvia","Sri Lanka","2009","2","0","2","0"
"Latvia","State of Palestine","2009","1","0","1","0"
"Latvia","Sudan","2009","1","0","1","0"
"Liechtenstein","Algeria","2009","1","","1","0"
"Liechtenstein","Armenia","2009","16","","16","0"
"Liechtenstein","Bosnia and Herzegovina","2009","2","","2","0"
"Liechtenstein","Islamic Rep. of Iran","2009","2","","2","0"
"Liechtenstein","Serbia (and Kosovo: S/RES/1244 (1999))","2009","62","","62","0"
"Liechtenstein","Various","2009","8","","8","0"
"Lithuania","Afghanistan","2009","100","0","100","0"
"Lithuania","Armenia","2009","2","0","2","0"
"Lithuania","Azerbaijan","2009","3","0","3","0"
"Lithuania","Belarus","2009","10","0","10","0"
"Lithuania","Cameroon","2009","5","0","5","0"
"Lithuania","Cuba","2009","3","0","3","0"
"Lithuania","Dem. Rep. of the Congo","2009","1","0","1","0"
"Lithuania","Eritrea","2009","3","0","3","0"
"Lithuania","Ethiopia","2009","3","0","3","0"
"Lithuania","Georgia","2009","2","0","2","0"
"Lithuania","Iraq","2009","14","0","14","0"
"Lithuania","Islamic Rep. of Iran","2009","6","0","6","0"
"Lithuania","Israel","2009","2","0","2","0"
"Lithuania","Nigeria","2009","4","0","4","0"
"Lithuania","Pakistan","2009","2","0","2","0"
"Lithuania","Russian Federation","2009","579","0","579","0"
"Lithuania","Somalia","2009","22","0","22","0"
"Lithuania","Sri Lanka","2009","7","0","7","0"
"Lithuania","Stateless","2009","6","0","6","0"
"Lithuania","Syrian Arab Rep.","2009","3","0","3","0"
"Lithuania","Tajikistan","2009","1","0","1","0"
"Lithuania","Togo","2009","1","0","1","0"
"Lithuania","Uzbekistan","2009","11","0","11","0"
"Lithuania","Viet Nam","2009","1","0","1","0"
"Lithuania","Yemen","2009","1","0","1","0"
"Lithuania","Zimbabwe","2009","1","0","1","0"
"Luxembourg","Afghanistan","2009","0","0","0","0"
"Luxembourg","Albania","2009","0","0","0","0"
"Luxembourg","Angola","2009","0","0","0","0"
"Luxembourg","Bosnia and Herzegovina","2009","0","0","0","0"
"Luxembourg","Cameroon","2009","0","0","0","0"
"Luxembourg","Chad","2009","0","0","0","0"
"Luxembourg","Dem. People's Rep. of Korea","2009","0","0","0","0"
"Luxembourg","Dem. Rep. of the Congo","2009","0","0","0","0"
"Luxembourg","Eritrea","2009","0","0","0","0"
"Luxembourg","Ethiopia","2009","0","0","0","0"
"Luxembourg","Georgia","2009","0","0","0","0"
"Luxembourg","Guinea","2009","0","0","0","0"
"Luxembourg","Iraq","2009","0","0","0","0"
"Luxembourg","Islamic Rep. of Iran","2009","0","0","0","0"
"Luxembourg","Israel","2009","0","0","0","0"
"Luxembourg","Montenegro","2009","0","0","0","0"
"Luxembourg","Nigeria","2009","0","0","0","0"
"Luxembourg","Pakistan","2009","0","0","0","0"
"Luxembourg","Russian Federation","2009","0","0","0","0"
"Luxembourg","Rwanda","2009","0","0","0","0"
"Luxembourg","Serbia (and Kosovo: S/RES/1244 (1999))","2009","0","0","0","0"
"Luxembourg","Somalia","2009","0","0","0","0"
"Luxembourg","Stateless","2009","0","0","0","0"
"Luxembourg","Tunisia","2009","0","0","0","0"
"Luxembourg","Turkey","2009","0","0","0","0"
"Luxembourg","Turkmenistan","2009","0","0","0","0"
"Luxembourg","Various","2009","3230","","3230","0"
"Malta","Afghanistan","2009","8","","8","0"
"Malta","Algeria","2009","6","","6","0"
"Malta","Côte d'Ivoire","2009","26","","26","0"
"Malta","Dem. Rep. of the Congo","2009","68","","68","0"
"Malta","Egypt","2009","4","","4","0"
"Malta","Eritrea","2009","1189","","1189","0"
"Malta","Ethiopia","2009","52","","52","0"
"Malta","Georgia","2009","3","","3","0"
"Malta","Iraq","2009","63","","63","0"
"Malta","Islamic Rep. of Iran","2009","3","","3","0"
"Malta","Kazakhstan","2009","1","","1","0"
"Malta","Latvia","2009","0","","0","0"
"Malta","Liberia","2009","6","","6","0"
"Malta","Libya","2009","11","","11","0"
"Malta","Mali","2009","6","","6","0"
"Malta","Montenegro","2009","0","","0","0"
"Malta","Morocco","2009","7","","7","0"
"Malta","Nigeria","2009","2","","2","0"
"Malta","Pakistan","2009","2","","2","0"
"Malta","Romania","2009","0","","0","0"
"Malta","Rwanda","2009","0","","0","0"
"Malta","Serbia (and Kosovo: S/RES/1244 (1999))","2009","2","","2","0"
"Malta","Sierra Leone","2009","10","","10","0"
"Malta","Slovenia","2009","0","","0","0"
"Malta","Somalia","2009","3534","","3534","0"
"Malta","Sri Lanka","2009","19","","19","0"
"Malta","State of Palestine","2009","29","","29","0"
"Malta","Sudan","2009","261","","261","0"
"Malta","Syrian Arab Rep.","2009","18","","18","0"
"Malta","Togo","2009","1","","1","0"
"Malta","Tunisia","2009","1","","1","0"
"Malta","Turkey","2009","14","","14","0"
"Malta","Various","2009","609","","609","0"
"Netherlands","Afghanistan","2009","9383","0","9383","0"
"Netherlands","Albania","2009","51","0","51","0"
"Netherlands","Algeria","2009","103","0","103","0"
"Netherlands","Andorra","2009","1","0","1","0"
"Netherlands","Angola","2009","2492","0","2492","0"
"Netherlands","Argentina","2009","1","0","1","0"
"Netherlands","Armenia","2009","1041","0","1041","0"
"Netherlands","Azerbaijan","2009","1986","0","1986","0"
"Netherlands","Bahrain","2009","0","0","0","0"
"Netherlands","Bangladesh","2009","29","0","29","0"
"Netherlands","Belarus","2009","100","0","100","0"
"Netherlands","Belgium","2009","1","0","1","0"
"Netherlands","Belize","2009","0","0","0","0"
"Netherlands","Benin","2009","11","0","11","0"
"Netherlands","Bhutan","2009","109","0","109","0"
"Netherlands","Bosnia and Herzegovina","2009","828","0","828","0"
"Netherlands","Brazil","2009","4","0","4","0"
"Netherlands","Bulgaria","2009","3","0","3","0"
"Netherlands","Burkina Faso","2009","8","0","8","0"
"Netherlands","Burundi","2009","2363","0","2363","0"
"Netherlands","Cabo Verde","2009","1","0","1","0"
"Netherlands","Cambodia","2009","19","0","19","0"
"Netherlands","Cameroon","2009","215","0","215","0"
"Netherlands","Central African Rep.","2009","8","0","8","0"
"Netherlands","Chad","2009","20","0","20","0"
"Netherlands","Chile","2009","2","0","2","0"
"Netherlands","China","2009","1192","0","1192","0"
"Netherlands","Colombia","2009","306","0","306","0"
"Netherlands","Congo","2009","748","0","748","0"
"Netherlands","Côte d'Ivoire","2009","532","0","532","0"
"Netherlands","Croatia","2009","59","0","59","0"
"Netherlands","Cuba","2009","10","0","10","0"
"Netherlands","Czech Rep.","2009","11","0","11","0"
"Netherlands","Dem. People's Rep. of Korea","2009","31","0","31","0"
"Netherlands","Dem. Rep. of the Congo","2009","1084","0","1084","0"
"Netherlands","Djibouti","2009","11","0","11","0"
"Netherlands","Ecuador","2009","4","0","4","0"
"Netherlands","Egypt","2009","39","0","39","0"
"Netherlands","Equatorial Guinea","2009","0","0","0","0"
"Netherlands","Eritrea","2009","1132","0","1132","0"
"Netherlands","Ethiopia","2009","636","0","636","0"
"Netherlands","France","2009","1","0","1","0"
"Netherlands","Gabon","2009","3","0","3","0"
"Netherlands","Gambia","2009","15","0","15","0"
"Netherlands","Georgia","2009","216","0","216","0"
"Netherlands","Germany","2009","3","0","3","0"
"Netherlands","Ghana","2009","3","0","3","0"
"Netherlands","Greece","2009","1","0","1","0"
"Netherlands","Guinea","2009","1067","0","1067","0"
"Netherlands","Guinea-Bissau","2009","15","0","15","0"
"Netherlands","Haiti","2009","2","0","2","0"
"Netherlands","Honduras","2009","4","0","4","0"
"Netherlands","Hungary","2009","2","0","2","0"
"Netherlands","India","2009","14","0","14","0"
"Netherlands","Indonesia","2009","35","0","35","0"
"Netherlands","Iraq","2009","16844","0","16844","0"
"Netherlands","Islamic Rep. of Iran","2009","2662","0","2662","0"
"Netherlands","Israel","2009","1","0","1","0"
"Netherlands","Jamaica","2009","9","0","9","0"
"Netherlands","Jordan","2009","7","0","7","0"
"Netherlands","Kazakhstan","2009","131","0","131","0"
"Netherlands","Kenya","2009","25","0","25","0"
"Netherlands","Kuwait","2009","10","0","10","0"
"Netherlands","Kyrgyzstan","2009","60","0","60","0"
"Netherlands","Latvia","2009","3","0","3","0"
"Netherlands","Lebanon","2009","69","0","69","0"
"Netherlands","Liberia","2009","519","0","519","0"
"Netherlands","Libya","2009","245","0","245","0"
"Netherlands","Lithuania","2009","0","0","0","0"
"Netherlands","Malawi","2009","1","0","1","0"
"Netherlands","Malaysia","2009","2","0","2","0"
"Netherlands","Mali","2009","7","0","7","0"
"Netherlands","Mauritania","2009","62","0","62","0"
"Netherlands","Mauritius","2009","0","0","0","0"
"Netherlands","Mexico","2009","1","0","1","0"
"Netherlands","Mongolia","2009","59","0","59","0"
"Netherlands","Morocco","2009","15","0","15","0"
"Netherlands","Mozambique","2009","2","0","2","0"
"Netherlands","Myanmar","2009","482","0","482","0"
"Netherlands","Nepal","2009","255","0","255","0"
"Netherlands","Niger","2009","84","0","84","0"
"Netherlands","Nigeria","2009","205","0","205","0"
"Netherlands","Pakistan","2009","186","0","186","0"
"Netherlands","Peru","2009","4","0","4","0"
"Netherlands","Philippines","2009","17","0","17","0"
"Netherlands","Rep. of Korea","2009","8","0","8","0"
"Netherlands","Rep. of Moldova","2009","14","0","14","0"
"Netherlands","Romania","2009","24","0","24","0"
"Netherlands","Russian Federation","2009","1168","0","1168","0"
"Netherlands","Rwanda","2009","778","0","778","0"
"Netherlands","Saudi Arabia","2009","16","0","16","0"
"Netherlands","Senegal","2009","5","0","5","0"
"Netherlands","Serbia (and Kosovo: S/RES/1244 (1999))","2009","1723","0","1723","0"
"Netherlands","Sierra Leone","2009","3723","0","3723","0"
"Netherlands","Slovakia","2009","21","0","21","0"
"Netherlands","Somalia","2009","11068","0","11068","0"
"Netherlands","South Africa","2009","2","0","2","0"
"Netherlands","Spain","2009","1","0","1","0"
"Netherlands","Sri Lanka","2009","605","0","605","0"
"Netherlands","State of Palestine","2009","24","0","24","0"
"Netherlands","Stateless","2009","794","0","794","0"
"Netherlands","Sudan","2009","2057","0","2057","0"
"Netherlands","Suriname","2009","5","0","5","0"
"Netherlands","Swaziland","2009","1","0","1","0"
"Netherlands","Sweden","2009","1","0","1","0"
"Netherlands","Syrian Arab Rep.","2009","1254","0","1254","0"
"Netherlands","Tajikistan","2009","52","0","52","0"
"Netherlands","The former Yugoslav Rep. of Macedonia","2009","15","0","15","0"
"Netherlands","Togo","2009","230","0","230","0"
"Netherlands","Tunisia","2009","46","0","46","0"
"Netherlands","Turkey","2009","727","0","727","0"
"Netherlands","Turkmenistan","2009","18","0","18","0"
"Netherlands","Uganda","2009","126","0","126","0"
"Netherlands","Ukraine","2009","149","0","149","0"
"Netherlands","United Kingdom","2009","1","0","1","0"
"Netherlands","United Rep. of Tanzania","2009","8","0","8","0"
"Netherlands","United States","2009","1","0","1","0"
"Netherlands","Uzbekistan","2009","218","0","218","0"
"Netherlands","Various","2009","3081","0","3081","0"
"Netherlands","Viet Nam","2009","48","0","48","0"
"Netherlands","Yemen","2009","44","0","44","0"
"Netherlands","Zimbabwe","2009","30","0","30","0"
"Norway","Afghanistan","2009","4415","","4415","0"
"Norway","Albania","2009","62","","62","0"
"Norway","Algeria","2009","80","","80","0"
"Norway","Angola","2009","165","","165","0"
"Norway","Armenia","2009","74","","74","0"
"Norway","Azerbaijan","2009","67","","67","0"
"Norway","Bangladesh","2009","23","","23","0"
"Norway","Belarus","2009","69","","69","0"
"Norway","Belgium","2009","1","","1","0"
"Norway","Benin","2009","3","","3","0"
"Norway","Bhutan","2009","11","","11","0"
"Norway","Bosnia and Herzegovina","2009","213","","213","0"
"Norway","Brunei Darussalam","2009","1","","1","0"
"Norway","Bulgaria","2009","13","","13","0"
"Norway","Burkina Faso","2009","3","","3","0"
"Norway","Burundi","2009","408","","408","0"
"Norway","Cabo Verde","2009","1","","1","0"
"Norway","Cambodia","2009","6","","6","0"
"Norway","Cameroon","2009","30","","30","0"
"Norway","Central African Rep.","2009","1","","1","0"
"Norway","Chad","2009","2","","2","0"
"Norway","Chile","2009","2","","2","0"
"Norway","China","2009","308","","308","0"
"Norway","Colombia","2009","138","","138","0"
"Norway","Congo","2009","47","","47","0"
"Norway","Côte d'Ivoire","2009","26","","26","0"
"Norway","Croatia","2009","186","","186","0"
"Norway","Cuba","2009","5","","5","0"
"Norway","Dem. People's Rep. of Korea","2009","14","","14","0"
"Norway","Dem. Rep. of the Congo","2009","241","","241","0"
"Norway","Ecuador","2009","3","","3","0"
"Norway","Egypt","2009","7","","7","0"
"Norway","El Salvador","2009","5","","5","0"
"Norway","Eritrea","2009","3060","","3060","0"
"Norway","Estonia","2009","1","","1","0"
"Norway","Ethiopia","2009","1065","","1065","0"
"Norway","Fiji","2009","1","","1","0"
"Norway","Gambia","2009","4","","4","0"
"Norway","Georgia","2009","55","","55","0"
"Norway","Germany","2009","1","","1","0"
"Norway","Ghana","2009","2","","2","0"
"Norway","Guatemala","2009","1","","1","0"
"Norway","Guinea","2009","20","","20","0"
"Norway","Haiti","2009","2","","2","0"
"Norway","Hungary","2009","4","","4","0"
"Norway","India","2009","23","","23","0"
"Norway","Indonesia","2009","3","","3","0"
"Norway","Iraq","2009","7253","","7253","0"
"Norway","Islamic Rep. of Iran","2009","1124","","1124","0"
"Norway","Israel","2009","8","","8","0"
"Norway","Jordan","2009","15","","15","0"
"Norway","Kazakhstan","2009","82","","82","0"
"Norway","Kenya","2009","17","","17","0"
"Norway","Kuwait","2009","8","","8","0"
"Norway","Kyrgyzstan","2009","24","","24","0"
"Norway","Lao People's Dem. Rep.","2009","0","","0","0"
"Norway","Lebanon","2009","48","","48","0"
"Norway","Liberia","2009","64","","64","0"
"Norway","Libya","2009","80","","80","0"
"Norway","Lithuania","2009","1","","1","0"
"Norway","Macao SAR, China","2009","8","","8","0"
"Norway","Malawi","2009","8","","8","0"
"Norway","Malaysia","2009","0","","0","0"
"Norway","Mauritania","2009","1","","1","0"
"Norway","Mongolia","2009","7","","7","0"
"Norway","Morocco","2009","15","","15","0"
"Norway","Mozambique","2009","3","","3","0"
"Norway","Myanmar","2009","72","","72","0"
"Norway","Namibia","2009","2","","2","0"
"Norway","Nepal","2009","21","","21","0"
